sale_id,order_id,date_id,product_id,customer_id,store_id,quantity,unit_price,discount,total_amount,payment_method,device_type
345,194,20260710,10,724,37,3,972.19,0.23,2245.76,Debit Card,Mobile
346,1169,20261113,12,1994,23,3,927.93,0.21,2199.19,PayPal,Mobile
347,1297,20260324,37,260,57,3,276.01,0.01,819.75,Debit Card,Desktop
348,2727,20260405,21,705,19,4,244.9,0.21,773.88,Debit Card,Desktop
349,498,20261004,2,829,64,4,976.69,0.16,3281.68,Credit Card,Desktop
350,2238,20260613,33,679,83,3,198.25,0.29,422.27,PayPal,Desktop
351,3090,20260831,37,1366,19,4,901.18,0.29,2559.35,PayPal,Desktop
352,3688,20260623,3,286,87,1,704.69,0.22,549.66,PayPal,Mobile
353,903,20260607,29,732,12,1,73.56,0.19,59.58,Debit Card,Mobile
354,910,20261108,50,570,26,4,659.25,0.18,2162.34,Credit Card,Mobile
355,3923,20261003,6,1999,66,4,856.98,0.2,2742.34,Debit Card,Mobile
356,3865,20260909,4,1861,86,3,351.87,0.18,865.6,Debit Card,Desktop
357,1582,20260317,24,25,37,2,730.17,0.13,1270.5,Debit Card,Desktop
358,359,20260607,14,1491,57,4,978.65,0.26,2896.8,PayPal,Desktop
359,3975,20260815,28,1493,54,1,324.2,0.24,246.39,Credit Card,Mobile
360,3554,20260315,34,687,9,3,247.39,0.14,638.27,PayPal,Desktop
361,1120,20260215,27,359,72,4,56.29,0.19,182.38,Debit Card,Mobile
362,2269,20260413,32,87,39,1,226.71,0.11,201.77,PayPal,Desktop
363,110,20260910,1,316,34,1,581.32,0.14,499.94,Debit Card,Desktop
364,1709,20260305,12,1008,89,2,671.12,0.27,979.84,PayPal,Mobile
365,3976,20260115,5,1227,96,3,163.39,0.08,450.96,Debit Card,Desktop
366,2810,20261017,31,1996,89,3,464.27,0.08,1281.39,Credit Card,Desktop
367,1064,20260920,11,1192,8,2,746.31,0.01,1477.69,Credit Card,Desktop
368,669,20260825,4,559,47,2,884.4,0.04,1698.05,Debit Card,Desktop
369,3836,20260125,5,1053,25,3,325.36,0.16,819.91,PayPal,Mobile
370,1322,20260218,21,1694,88,3,618.82,0.05,1763.64,Debit Card,Desktop
371,2189,20261217,38,721,19,4,713.07,0.11,2538.53,Credit Card,Mobile
372,1688,20260923,22,1887,21,4,317.35,0.23,977.44,Credit Card,Mobile
373,3257,20260321,36,1257,89,2,528.21,0.25,792.32,PayPal,Mobile
374,3354,20260802,9,1892,3,4,487.47,0.02,1910.88,Debit Card,Desktop
375,1811,20260609,39,1072,98,1,706.5,0.04,678.24,Debit Card,Mobile
376,486,20261230,15,264,89,4,339.45,0.22,1059.08,Credit Card,Mobile
377,322,20260607,28,1415,98,4,169.08,0.04,649.27,Credit Card,Mobile
378,175,20260110,13,221,5,1,785.96,0.23,605.19,PayPal,Mobile
379,272,20260829,20,1368,2,2,162.98,0.08,299.88,Credit Card,Mobile
380,757,20261105,43,720,4,1,245.13,0.27,178.94,Credit Card,Mobile
381,658,20260523,33,1600,94,4,951.35,0.1,3424.86,PayPal,Mobile
382,2369,20260916,49,29,68,2,591.72,0.03,1147.94,Credit Card,Mobile
383,18,20260525,47,203,28,4,213.18,0.23,656.59,PayPal,Desktop
384,2759,20260707,7,371,46,1,713.23,0.06,670.44,Debit Card,Desktop
385,3119,20260420,21,254,60,1,538.54,0.12,473.92,Credit Card,Mobile
386,2283,20260911,47,84,11,4,774.16,0.21,2446.35,Debit Card,Desktop
387,3016,20260301,20,1408,57,3,415.54,0.14,1072.09,Credit Card,Desktop
388,3510,20260529,5,1833,61,3,985.71,0.13,2572.7,PayPal,Desktop
389,2753,20260402,7,812,57,1,62.15,0.2,49.72,PayPal,Mobile
390,2419,20260303,7,1519,22,1,186.2,0.12,163.86,Credit Card,Desktop
391,1656,20260412,8,477,55,3,371.7,0.18,914.38,PayPal,Desktop
392,2432,20260523,18,1549,83,3,776.58,0.23,1793.9,Debit Card,Desktop
393,1985,20260901,33,572,19,4,683.34,0.29,1940.69,Debit Card,Mobile
394,2574,20260304,9,61,13,4,288.16,0.15,979.74,PayPal,Mobile
395,734,20260204,25,1239,87,3,523.23,0.01,1553.99,Debit Card,Mobile
396,314,20260605,43,1540,67,4,640.87,0.03,2486.58,Debit Card,Desktop
397,2068,20260414,17,1111,44,4,328.88,0.15,1118.19,PayPal,Mobile
398,488,20260117,25,922,41,2,991.18,0.26,1466.95,Debit Card,Desktop
399,2701,20260824,50,621,91,4,84.18,0.05,319.88,Credit Card,Desktop
400,1997,20260809,49,225,73,1,177.76,0.21,140.43,PayPal,Desktop
401,1925,20261204,31,1152,21,4,576.09,0.16,1935.66,PayPal,Mobile
402,1548,20260720,40,1386,46,4,300.22,0.18,984.72,Debit Card,Desktop
403,3429,20260201,24,715,95,3,76.74,0.01,227.92,PayPal,Mobile
404,1414,20261117,23,844,45,1,374.19,0.03,362.96,Credit Card,Mobile
405,348,20260507,45,135,40,4,272.89,0.09,993.32,Credit Card,Desktop
406,1888,20260328,43,1769,55,4,68.73,0.1,247.43,PayPal,Desktop
407,92,20260517,21,774,74,2,69.38,0.14,119.33,Debit Card,Desktop
408,2830,20261021,44,422,44,4,142.84,0.15,485.66,Debit Card,Desktop
409,1786,20260327,13,1018,82,4,634.09,0.11,2257.36,Credit Card,Mobile
410,2350,20260528,26,1648,29,2,301.9,0.09,549.46,PayPal,Mobile
411,276,20261024,37,1641,68,3,140.0,0.1,378.0,Debit Card,Desktop
412,3375,20260418,20,1034,39,4,379.95,0.02,1489.4,Debit Card,Desktop
413,2111,20260413,30,1376,98,2,443.6,0.08,816.22,PayPal,Mobile
414,765,20260110,37,1023,28,1,646.45,0.15,549.48,PayPal,Desktop
415,2517,20260518,50,1858,56,3,940.3,0.16,2369.56,PayPal,Mobile
416,985,20260925,10,1529,88,1,240.62,0.14,206.93,Debit Card,Desktop
417,264,20260730,41,417,53,1,352.72,0.25,264.54,Debit Card,Desktop
418,968,20261127,26,489,15,2,202.56,0.21,320.04,Credit Card,Mobile
419,1902,20260115,32,1147,56,4,283.31,0.25,849.93,Debit Card,Mobile
420,1059,20260414,18,1349,71,2,201.39,0.04,386.67,Credit Card,Mobile
421,3673,20260906,6,643,78,2,793.12,0.02,1554.52,Debit Card,Mobile
422,3628,20260728,6,813,93,2,901.93,0.2,1443.09,Credit Card,Mobile
423,495,20260227,34,1361,75,2,592.42,0.15,1007.11,PayPal,Desktop
424,501,20260912,50,1653,41,3,890.34,0.07,2484.05,Debit Card,Desktop
425,438,20260501,12,439,36,4,938.73,0.07,3492.08,Debit Card,Desktop
426,2186,20260511,24,1433,15,1,869.75,0.02,852.36,Debit Card,Desktop
427,3603,20260901,10,744,61,1,698.6,0.29,496.01,PayPal,Desktop
428,2482,20260607,3,1724,95,4,70.02,0.29,198.86,PayPal,Mobile
429,1037,20261220,36,788,40,1,921.58,0.2,737.26,PayPal,Desktop
430,3513,20261217,29,796,2,4,165.95,0.26,491.21,Debit Card,Desktop
431,965,20260604,20,431,21,1,135.74,0.25,101.81,Debit Card,Desktop
432,3549,20261126,6,1686,100,2,435.97,0.01,863.22,Debit Card,Desktop
433,1731,20260731,7,1689,21,1,930.17,0.1,837.15,PayPal,Desktop
434,2987,20260917,36,1511,42,4,113.05,0.13,393.41,Debit Card,Mobile
435,1817,20260127,42,279,1,4,659.3,0.06,2478.97,Debit Card,Mobile
436,454,20261118,11,512,67,4,340.27,0.17,1129.7,PayPal,Mobile
437,1309,20261101,29,980,95,4,701.47,0.24,2132.47,Credit Card,Desktop
438,3275,20260330,19,407,11,4,703.09,0.25,2109.27,Debit Card,Desktop
439,3419,20260404,37,460,3,3,423.82,0.11,1131.6,Credit Card,Mobile
440,2873,20260215,11,102,52,3,975.42,0.06,2750.68,PayPal,Desktop
441,1508,20261104,11,1940,73,1,297.15,0.03,288.24,Credit Card,Mobile
442,1859,20260927,44,1013,16,4,463.4,0.28,1334.59,Credit Card,Mobile
443,1091,20260408,19,1529,64,1,948.75,0.24,721.05,Debit Card,Mobile
444,3376,20260809,19,1489,87,4,863.52,0.18,2832.35,Credit Card,Desktop
445,1189,20260403,17,483,80,4,438.1,0.04,1682.3,Debit Card,Mobile
446,352,20260709,1,961,18,3,603.76,0.19,1467.14,Debit Card,Desktop
447,1734,20261218,48,1224,33,3,251.61,0.12,664.25,Credit Card,Mobile
448,962,20261013,31,1861,46,2,105.81,0.1,190.46,PayPal,Mobile
449,1240,20260103,26,1375,48,3,290.97,0.19,707.06,Credit Card,Mobile
450,2019,20261025,22,1798,60,2,220.4,0.05,418.76,Credit Card,Mobile
451,1067,20260612,8,642,6,2,724.74,0.13,1261.05,Credit Card,Desktop
452,1159,20260524,17,1256,98,2,760.43,0.28,1095.02,Debit Card,Desktop
453,2013,20260812,49,1946,20,2,898.04,0.09,1634.43,PayPal,Desktop
454,751,20260128,3,964,34,2,229.47,0.02,449.76,Credit Card,Desktop
455,2028,20260812,3,905,46,1,160.22,0.27,116.96,PayPal,Desktop
456,3551,20260823,10,254,45,3,518.34,0.25,1166.26,Credit Card,Mobile
457,2084,20260526,18,1154,85,2,221.62,0.05,421.08,PayPal,Mobile
458,3142,20261026,37,370,54,4,998.1,0.0,3992.4,Credit Card,Mobile
459,107,20260913,19,1396,88,3,693.06,0.27,1517.8,Credit Card,Desktop
460,3429,20260711,21,315,4,3,610.82,0.29,1301.05,Credit Card,Desktop
461,3913,20261229,18,1217,85,2,676.56,0.14,1163.68,Credit Card,Desktop
462,1331,20260123,47,1504,73,1,673.36,0.29,478.09,Credit Card,Mobile
463,3270,20260125,4,1524,10,2,811.48,0.08,1493.12,PayPal,Desktop
464,3953,20260217,50,1773,52,1,428.92,0.05,407.47,Credit Card,Mobile
465,1168,20260417,42,1542,84,4,204.79,0.23,630.75,Credit Card,Mobile
466,3303,20260602,20,1851,88,3,516.3,0.13,1347.54,PayPal,Mobile
467,2100,20260703,13,1003,58,4,682.24,0.25,2046.72,Debit Card,Desktop
468,3099,20260518,28,1661,48,1,584.9,0.13,508.86,PayPal,Mobile
469,2103,20260811,22,1994,60,1,649.15,0.03,629.68,PayPal,Mobile
470,2029,20261128,34,1290,83,4,701.92,0.05,2667.3,PayPal,Mobile
471,3284,20260529,31,616,20,1,494.81,0.02,484.91,Credit Card,Desktop
472,196,20260508,36,157,6,4,546.94,0.09,1990.86,PayPal,Mobile
473,2707,20260919,47,1165,33,3,453.67,0.03,1320.18,Debit Card,Desktop
474,467,20261027,48,1355,60,4,127.68,0.15,434.11,Credit Card,Mobile
475,2886,20260721,20,643,76,3,93.0,0.12,245.52,PayPal,Desktop
476,1399,20261210,12,433,24,4,477.45,0.24,1451.45,Credit Card,Desktop
477,24,20261211,26,239,2,1,151.01,0.16,126.85,Credit Card,Desktop
478,3956,20260824,48,1233,93,4,707.22,0.26,2093.37,Debit Card,Desktop
479,2829,20261113,44,1973,89,1,822.48,0.19,666.21,PayPal,Desktop
480,782,20260604,8,1672,3,4,133.25,0.04,511.68,PayPal,Mobile
481,2662,20260114,16,893,81,4,248.77,0.19,806.01,PayPal,Mobile
482,1942,20260214,28,45,15,2,335.87,0.14,577.7,Credit Card,Mobile
483,81,20261226,29,1199,32,1,473.0,0.15,402.05,Credit Card,Desktop
484,1368,20261019,1,211,81,2,837.98,0.12,1474.84,PayPal,Desktop
485,2441,20260801,47,1136,38,1,856.19,0.22,667.83,Credit Card,Desktop
486,2505,20260724,44,1854,63,2,511.8,0.18,839.35,Credit Card,Mobile
487,2267,20260928,5,549,83,3,68.07,0.17,169.49,Debit Card,Desktop
488,1421,20260301,29,1429,56,4,520.05,0.28,1497.74,Credit Card,Mobile
489,1795,20260528,15,1040,29,1,739.9,0.14,636.31,PayPal,Desktop
490,1919,20261105,9,1809,38,1,860.78,0.21,680.02,PayPal,Desktop
491,3009,20260802,24,1631,61,4,841.43,0.2,2692.58,Credit Card,Mobile
492,1978,20260525,9,355,26,1,706.16,0.03,684.98,Credit Card,Desktop
493,2023,20260221,20,481,27,1,803.81,0.28,578.74,PayPal,Mobile
494,2773,20260110,11,358,65,2,390.85,0.08,719.16,Credit Card,Mobile
495,495,20260622,36,459,63,1,459.09,0.19,371.86,Debit Card,Desktop
496,2282,20260701,18,1836,20,3,780.91,0.23,1803.9,PayPal,Mobile
497,3273,20261228,30,1972,97,3,97.9,0.28,211.46,Credit Card,Mobile
498,418,20261109,36,86,65,4,629.17,0.26,1862.34,Credit Card,Mobile
499,1482,20261119,11,1492,38,1,162.16,0.06,152.43,PayPal,Desktop
500,632,20260917,42,745,43,4,523.47,0.26,1549.47,Credit Card,Mobile
501,3150,20260414,1,503,61,3,467.15,0.12,1233.28,Debit Card,Desktop
502,2930,20260916,49,850,47,1,212.7,0.08,195.68,PayPal,Mobile
503,3225,20260319,15,283,55,1,765.55,0.16,643.06,Debit Card,Desktop
504,2795,20260823,24,1933,4,4,954.25,0.15,3244.45,Debit Card,Mobile
505,286,20260106,6,693,41,3,731.74,0.16,1843.98,Debit Card,Mobile
506,2705,20260811,42,310,74,1,108.39,0.23,83.46,Credit Card,Desktop
507,2268,20260803,20,1478,96,4,431.9,0.2,1382.08,Debit Card,Desktop
508,2501,20260105,10,1435,52,3,835.65,0.27,1830.07,Debit Card,Mobile
509,1812,20261006,45,708,84,4,643.14,0.19,2083.77,Debit Card,Mobile
510,1598,20260604,47,1473,95,2,130.07,0.16,218.52,Credit Card,Desktop
511,2136,20260420,22,1551,82,1,138.18,0.17,114.69,Credit Card,Mobile
512,1060,20260115,16,1705,100,2,895.8,0.16,1504.94,Debit Card,Desktop
513,1528,20260916,17,1285,65,3,154.92,0.02,455.46,Debit Card,Mobile
514,1839,20260125,20,1173,95,2,768.73,0.28,1106.97,Credit Card,Desktop
515,2383,20260623,37,1464,81,2,983.8,0.24,1495.38,PayPal,Mobile
516,3339,20260629,46,1174,87,3,334.24,0.2,802.18,Credit Card,Desktop
517,2116,20260924,38,395,100,4,750.64,0.03,2912.48,Debit Card,Desktop
518,1688,20260220,6,189,8,2,189.23,0.13,329.26,Debit Card,Mobile
519,2773,20260901,34,825,76,4,254.05,0.02,995.88,PayPal,Desktop
520,1803,20260516,45,1907,63,2,605.09,0.19,980.25,PayPal,Desktop
521,2913,20260325,30,265,91,4,187.13,0.04,718.58,PayPal,Mobile
522,3058,20261222,11,1934,72,3,252.01,0.14,650.19,Debit Card,Mobile
523,1514,20261105,37,594,6,2,859.7,0.03,1667.82,PayPal,Mobile
524,1243,20260302,19,996,4,3,402.89,0.3,846.07,Credit Card,Mobile
525,1250,20261029,19,442,24,2,450.67,0.28,648.96,PayPal,Desktop
526,3566,20260102,3,856,62,3,166.21,0.1,448.77,PayPal,Desktop
527,1546,20261017,31,1709,93,3,479.76,0.1,1295.35,PayPal,Mobile
528,1843,20260312,43,920,20,2,529.53,0.14,910.79,PayPal,Desktop
529,1678,20260215,25,477,51,2,809.82,0.2,1295.71,Debit Card,Mobile
530,2646,20261210,6,1774,22,2,895.54,0.22,1397.04,PayPal,Mobile
531,1266,20261020,36,1322,16,1,648.6,0.23,499.42,PayPal,Mobile
532,3104,20260409,4,1961,73,4,957.41,0.16,3216.9,PayPal,Mobile
533,2697,20260901,35,369,3,1,527.51,0.01,522.23,Debit Card,Mobile
534,2374,20260506,29,174,69,1,838.21,0.25,628.66,PayPal,Desktop
535,3826,20260725,2,697,56,3,609.45,0.15,1554.1,Credit Card,Desktop
536,1054,20260113,6,235,13,2,866.67,0.1,1560.01,PayPal,Mobile
537,368,20260527,10,629,53,4,186.83,0.08,687.53,PayPal,Mobile
538,112,20260131,46,120,39,3,633.75,0.1,1711.12,Debit Card,Mobile
539,1057,20260613,25,1929,16,1,185.34,0.27,135.3,Credit Card,Mobile
540,2020,20260503,33,1541,65,2,764.53,0.18,1253.83,Debit Card,Mobile
541,1668,20260518,5,992,4,3,107.6,0.14,277.61,Debit Card,Mobile
542,2766,20260110,7,505,98,2,305.7,0.29,434.09,PayPal,Mobile
543,3467,20260605,41,1025,27,3,589.83,0.13,1539.46,Credit Card,Desktop
544,2202,20261004,28,1969,72,2,986.04,0.23,1518.5,Debit Card,Mobile
545,2543,20260101,19,1338,22,1,822.01,0.29,583.63,Credit Card,Mobile
546,2786,20260904,25,720,81,4,309.64,0.08,1139.48,Credit Card,Desktop
547,287,20260124,20,184,51,1,203.35,0.16,170.81,PayPal,Mobile
548,3598,20260313,28,432,79,4,738.82,0.3,2068.7,PayPal,Desktop
549,3084,20261216,46,928,35,2,948.14,0.19,1535.99,Credit Card,Desktop
550,1346,20260624,2,1872,89,3,250.09,0.29,532.69,Credit Card,Mobile
551,2756,20261108,12,847,72,1,502.7,0.27,366.97,PayPal,Desktop
552,2659,20260721,42,159,69,4,561.22,0.24,1706.11,Credit Card,Desktop
553,1542,20261211,39,734,50,1,167.24,0.29,118.74,Credit Card,Mobile
554,1821,20260305,1,454,96,4,489.56,0.28,1409.93,Credit Card,Desktop
555,369,20261215,40,1281,39,1,925.33,0.11,823.54,PayPal,Mobile
556,151,20260430,18,1010,91,4,981.11,0.29,2786.35,PayPal,Mobile
557,1623,20260104,8,1782,36,4,236.28,0.25,708.84,PayPal,Desktop
558,2318,20260329,44,1398,78,2,574.2,0.2,918.72,PayPal,Mobile
559,522,20260203,17,1912,73,4,608.76,0.22,1899.33,Credit Card,Desktop
560,3973,20260409,45,1389,69,2,855.28,0.01,1693.45,PayPal,Desktop
561,3842,20261215,28,1313,87,4,582.11,0.14,2002.46,PayPal,Mobile
562,1123,20260615,8,1393,67,3,460.92,0.3,967.93,Debit Card,Desktop
563,2955,20260705,15,97,36,3,541.39,0.01,1607.93,Debit Card,Desktop
564,336,20260611,37,1655,4,3,54.9,0.06,154.82,PayPal,Mobile
565,1024,20261220,13,337,43,4,452.63,0.02,1774.31,Debit Card,Mobile
566,1770,20261117,2,1214,81,2,644.03,0.01,1275.18,Debit Card,Desktop
567,1396,20260507,4,1683,43,2,152.45,0.07,283.56,PayPal,Mobile
568,3130,20260207,7,1281,58,4,786.96,0.19,2549.75,PayPal,Mobile
569,1546,20260213,21,1823,89,3,975.8,0.28,2107.73,Credit Card,Mobile
570,1235,20260201,40,1283,56,3,923.16,0.13,2409.45,Credit Card,Mobile
571,3482,20261213,25,823,13,2,103.0,0.02,201.88,PayPal,Desktop
572,2556,20260430,1,929,50,3,871.35,0.24,1986.68,Debit Card,Desktop
573,3841,20261114,44,1604,4,1,638.27,0.1,574.44,Debit Card,Desktop
574,2438,20261028,46,139,76,2,232.86,0.03,451.75,Credit Card,Mobile
575,1972,20261123,47,1272,57,3,533.45,0.11,1424.31,Credit Card,Mobile
576,1277,20260312,38,893,66,2,807.17,0.02,1582.05,PayPal,Desktop
577,597,20260609,10,962,40,1,604.48,0.16,507.76,PayPal,Desktop
578,2403,20260530,43,1390,19,2,400.39,0.0,800.78,Credit Card,Mobile
579,224,20260917,28,705,26,2,828.22,0.17,1374.85,Credit Card,Mobile
580,2846,20260205,45,958,77,2,374.47,0.2,599.15,PayPal,Desktop
581,1228,20261024,27,674,21,2,587.79,0.1,1058.02,Credit Card,Desktop
582,2617,20260122,15,1420,30,1,521.13,0.28,375.21,Debit Card,Mobile
583,3337,20260503,22,1654,95,4,506.71,0.23,1560.67,Debit Card,Mobile
584,1487,20260724,1,152,46,2,225.03,0.3,315.04,Credit Card,Mobile
585,2399,20260314,49,738,6,2,326.05,0.06,612.97,Credit Card,Mobile
586,1074,20260412,47,357,44,3,319.9,0.07,892.52,PayPal,Mobile
587,1073,20260402,7,43,87,2,236.19,0.05,448.76,Credit Card,Desktop
588,3835,20261202,14,625,59,3,798.04,0.03,2322.3,Credit Card,Desktop
589,3273,20260710,40,1806,56,4,677.86,0.28,1952.24,PayPal,Mobile
590,3256,20260302,13,393,69,1,187.21,0.28,134.79,Debit Card,Desktop
591,1002,20260612,3,1563,79,1,619.57,0.29,439.89,PayPal,Mobile
592,1013,20261002,4,1290,36,4,329.47,0.04,1265.16,Credit Card,Desktop
593,3240,20260418,43,1260,9,1,740.93,0.24,563.11,Credit Card,Desktop
594,2126,20261127,30,367,42,4,763.58,0.11,2718.34,PayPal,Desktop
595,2027,20260927,31,550,75,4,709.78,0.21,2242.9,Debit Card,Mobile
596,3536,20260417,16,811,28,4,258.55,0.06,972.15,Debit Card,Desktop
597,1533,20260713,17,1128,11,1,592.8,0.28,426.82,Credit Card,Mobile
598,2392,20260601,3,953,66,3,472.28,0.11,1260.99,PayPal,Desktop
599,1506,20260807,32,650,35,4,478.59,0.13,1665.49,Debit Card,Mobile
600,311,20260402,23,1847,11,2,469.6,0.08,864.06,Debit Card,Mobile
601,293,20260522,24,79,70,1,930.28,0.03,902.37,Credit Card,Desktop
602,3053,20260411,50,1400,36,4,691.35,0.08,2544.17,Credit Card,Mobile
603,1227,20261006,19,1685,45,4,916.76,0.0,3667.04,Debit Card,Desktop
604,2680,20261024,33,1559,20,2,769.92,0.0,1539.84,Debit Card,Mobile
605,958,20260427,34,1203,71,3,737.17,0.06,2078.82,Debit Card,Desktop
606,770,20260624,28,1578,90,3,802.32,0.09,2190.33,Debit Card,Mobile
607,1535,20260813,9,1183,17,3,477.47,0.17,1188.9,Debit Card,Mobile
608,1392,20260913,15,859,55,4,819.88,0.25,2459.64,PayPal,Desktop
609,96,20261220,37,1609,5,4,560.72,0.1,2018.59,Credit Card,Mobile
610,3743,20260619,39,1176,51,4,589.78,0.24,1792.93,Debit Card,Mobile
611,1945,20260720,7,674,73,1,110.52,0.12,97.26,Debit Card,Desktop
612,728,20260217,3,1693,89,2,212.85,0.2,340.56,PayPal,Desktop
613,3945,20260114,25,582,27,4,227.36,0.02,891.25,Credit Card,Desktop
614,1510,20261204,34,23,22,2,548.18,0.14,942.87,Debit Card,Desktop
615,2198,20260720,27,980,96,2,199.18,0.03,386.41,Credit Card,Desktop
616,1771,20260416,46,1362,61,3,173.44,0.06,489.1,Credit Card,Desktop
617,1880,20261028,18,414,1,1,242.82,0.22,189.4,Credit Card,Desktop
618,1012,20260202,34,674,73,4,833.35,0.18,2733.39,Debit Card,Desktop
619,1180,20260825,42,1805,59,3,597.33,0.22,1397.75,Debit Card,Desktop
620,718,20260720,27,511,23,3,632.38,0.24,1441.83,PayPal,Desktop
621,2862,20260823,37,196,51,4,415.43,0.2,1329.38,PayPal,Mobile
622,3615,20260503,41,1102,38,2,891.26,0.05,1693.39,PayPal,Mobile
623,3723,20261224,32,843,98,3,740.21,0.27,1621.06,PayPal,Mobile
624,3140,20260708,50,668,53,2,122.71,0.03,238.06,Debit Card,Mobile
625,110,20260510,5,1309,89,1,247.0,0.01,244.53,PayPal,Desktop
626,797,20260715,26,78,2,2,376.47,0.12,662.59,Debit Card,Mobile
627,3067,20261230,30,993,60,1,921.28,0.1,829.15,Credit Card,Mobile
628,1793,20261008,9,965,36,2,674.17,0.21,1065.19,Credit Card,Mobile
629,509,20260110,35,1519,51,3,626.64,0.05,1785.92,Credit Card,Mobile
630,629,20261210,29,734,23,3,775.41,0.2,1860.98,Credit Card,Mobile
631,196,20261212,41,1662,67,1,555.68,0.13,483.44,PayPal,Mobile
632,2451,20260719,1,100,99,4,705.83,0.13,2456.29,Debit Card,Mobile
633,375,20260508,2,864,4,1,405.91,0.07,377.5,Credit Card,Desktop
634,3928,20260409,7,1633,86,1,695.96,0.02,682.04,Credit Card,Mobile
635,1340,20260123,21,1152,81,2,444.9,0.03,863.11,Credit Card,Mobile
636,952,20261005,14,217,46,2,425.31,0.13,740.04,Debit Card,Mobile
637,1595,20260108,14,940,29,1,432.03,0.09,393.15,Credit Card,Desktop
638,3627,20261129,14,842,39,3,642.71,0.01,1908.85,PayPal,Desktop
639,3778,20260222,37,352,33,2,726.9,0.24,1104.89,Credit Card,Desktop
640,3983,20261120,50,1421,18,4,711.5,0.2,2276.8,Debit Card,Mobile
641,3488,20261122,43,988,9,2,773.63,0.21,1222.34,Debit Card,Mobile
642,2094,20261108,41,1520,30,2,916.5,0.13,1594.71,PayPal,Mobile
643,509,20260430,20,485,95,4,70.15,0.23,216.06,Debit Card,Mobile
644,2043,20261114,19,414,20,1,125.42,0.04,120.4,Debit Card,Mobile
645,2450,20261125,29,1514,43,4,86.01,0.28,247.71,Credit Card,Desktop
646,2134,20260612,27,1328,37,1,661.42,0.23,509.29,Credit Card,Mobile
647,222,20260619,43,509,88,1,375.59,0.06,353.05,PayPal,Mobile
648,752,20261108,29,1290,1,1,879.07,0.16,738.42,Credit Card,Desktop
649,580,20260205,14,258,12,4,955.98,0.02,3747.44,Credit Card,Mobile
650,1914,20260501,20,337,93,1,532.05,0.13,462.88,Credit Card,Mobile
651,1169,20260806,37,919,82,3,217.61,0.07,607.13,Credit Card,Desktop
652,1632,20260904,25,344,61,4,126.02,0.29,357.9,Debit Card,Desktop
653,639,20260916,31,41,98,3,628.92,0.13,1641.48,Debit Card,Desktop
654,2438,20260212,35,313,71,1,770.92,0.28,555.06,PayPal,Mobile
655,1161,20260512,25,1152,78,2,411.43,0.09,748.8,Debit Card,Mobile
656,634,20260620,13,9,2,1,179.82,0.14,154.65,PayPal,Desktop
657,1617,20260909,48,765,50,3,434.33,0.12,1146.63,Debit Card,Desktop
658,3625,20261125,3,1888,16,3,988.15,0.02,2905.16,Debit Card,Mobile
659,3160,20260410,49,1480,45,4,774.8,0.29,2200.43,PayPal,Desktop
660,2667,20261122,25,1898,55,2,704.06,0.21,1112.41,PayPal,Mobile
661,1481,20260505,41,1448,87,4,503.84,0.28,1451.06,Credit Card,Mobile
662,604,20260514,17,507,78,3,625.16,0.28,1350.35,PayPal,Mobile
663,2915,20260107,25,815,91,1,160.89,0.03,156.06,PayPal,Mobile
664,680,20260923,28,518,89,2,914.45,0.26,1353.39,Debit Card,Desktop
665,3590,20261028,47,1781,12,1,342.58,0.12,301.47,Credit Card,Desktop
666,3065,20260315,26,1432,40,1,305.57,0.06,287.24,Credit Card,Mobile
667,2853,20260909,27,1076,54,2,51.5,0.02,100.94,PayPal,Desktop
668,2884,20260809,9,406,63,4,212.1,0.11,755.08,Credit Card,Mobile
669,824,20260819,4,1536,24,1,588.74,0.06,553.42,Credit Card,Desktop
670,448,20260729,41,341,11,3,468.69,0.27,1026.43,Debit Card,Mobile
671,122,20260713,38,481,62,1,168.45,0.02,165.08,Debit Card,Mobile
672,30,20260105,43,1193,6,2,108.0,0.23,166.32,Credit Card,Mobile
673,2131,20260925,49,545,63,2,802.2,0.11,1427.92,Debit Card,Desktop
674,3647,20261106,22,646,31,2,457.98,0.11,815.2,Debit Card,Desktop
675,3577,20260713,22,1652,13,4,630.27,0.29,1789.97,Credit Card,Desktop
676,3789,20261224,9,53,78,1,431.72,0.25,323.79,Credit Card,Desktop
